timestamp,baro_pressure,baro_temperature,baro_altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat_w,quat_x,quat_y,quat_z,fusion_altitude,fusion_velocity
14331425,101285.140625,20.780001,3.319318,0.2400,0.2000,9.5800,0.0000,-0.1875,0.8125,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,51.0000,-0.0976,-0.1843
14582974,101291.890625,20.780001,2.757130,0.2400,0.2100,9.5500,-0.0625,-0.1250,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.1866,-1.4637
14682482,101288.656250,20.770000,3.026529,0.2300,0.2000,9.5600,-0.0625,-0.0625,0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.1822,-0.9588
14713180,101284.062500,20.780001,3.408783,0.2300,0.2200,9.5800,0.0000,-0.1250,0.1875,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.2451,-1.6146
14743377,101290.820312,20.770000,2.846081,0.2600,0.1800,9.5900,0.0000,0.0625,0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.1916,-0.3272
14774765,101292.968750,20.780001,2.667162,0.2400,0.2000,9.5800,0.0000,0.0625,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.1839,-0.1144
14804391,101289.046875,20.780001,2.993997,0.2400,0.2000,9.5800,0.0000,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.1301,0.7274
14833995,101288.656250,20.770000,3.026529,0.2400,0.2000,9.5700,0.0000,-0.1875,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0973,1.0011
14865407,101282.976562,20.770000,3.499265,0.2300,0.2100,9.5600,-0.0625,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0350,1.6352
14895022,101292.968750,20.780001,2.667162,0.2300,0.2100,9.5700,-0.0625,-0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0250,1.2946
14924633,101282.976562,20.770000,3.499265,0.2400,0.2000,9.5900,0.0000,-0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0237,0.9265
14956042,101282.976562,20.770000,3.499265,0.2500,0.2100,9.5800,0.0000,-0.1250,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,0.0523,1.7884
14985730,101284.750000,20.770000,3.351851,0.2400,0.2200,9.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,0.0878,1.7841
15015313,101292.968750,20.780001,2.667162,0.2500,0.1800,9.5900,0.1250,-0.0625,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,0.0137,0.1364
15054023,101292.968750,20.780001,2.667162,0.2500,0.1800,9.5700,-0.0625,-0.0625,-0.9375,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.0108,-0.2709
15084351,101290.820312,20.770000,2.846081,0.2400,0.1900,9.5800,-0.0625,0.0625,-0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0166,0.2207
15114503,101285.140625,20.780001,3.319318,0.2400,0.2100,9.5900,-0.1250,0.0625,-0.3750,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0361,0.4468
15144636,101287.976562,20.780001,3.082951,0.2400,0.2100,9.5800,-0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0417,0.3974
15176046,101291.890625,20.780001,2.757130,0.2300,0.1300,9.5700,-0.1250,0.1250,-1.8125,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,49.0000,-0.0325,-0.8350
15205654,101294.726562,20.770000,2.520776,0.2200,0.2100,9.5800,-0.1250,0.1875,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0413,-0.7161
15235289,101292.968750,20.780001,2.667162,0.2400,0.2100,9.5800,0.0625,-0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1114,-1.5538
15266782,101290.820312,20.770000,2.846081,0.2200,0.2000,9.5700,0.0000,0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1655,-1.8986
15296364,101291.890625,20.780001,2.757130,0.2400,0.2100,9.5600,-0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.2167,-2.0964
15325965,101282.976562,20.770000,3.499265,0.2300,0.2100,9.5500,-0.0625,-0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1371,-0.2733
15357412,101290.820312,20.770000,2.846081,0.2300,0.2100,9.5900,0.0625,0.0625,0.1875,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1293,-0.0746
15387006,101290.820312,20.770000,2.846081,0.2200,0.2200,9.5900,-0.1250,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1067,0.2857
15416686,101285.140625,20.780001,3.319318,0.2400,0.1800,9.5900,0.0625,0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1180,0.0313
15455307,101299.726562,20.780001,2.104501,0.2600,0.1900,9.5600,0.0000,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1945,-1.1252
15485718,101292.578125,20.770000,2.699692,0.2400,0.2000,9.5800,-0.1250,-0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1813,-0.5900
15515843,101298.648438,20.770000,2.193955,0.2400,0.2000,9.5800,-0.0625,0.0000,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1897,-0.5388
15547191,101291.500000,20.760000,2.789660,0.2400,0.2100,9.5700,-0.0625,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1733,-0.1321
15576832,101280.828125,20.770000,3.678199,0.2500,0.2100,9.5700,0.1250,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0955,1.0749
15606449,101290.820312,20.770000,2.846081,0.2300,0.2000,9.5800,-0.0625,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0801,0.9839
15636321,101275.148438,20.770000,4.151473,0.2400,0.2000,9.5900,-0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0446,1.2217
15678013,101286.898438,20.770000,3.172922,0.2500,0.1900,9.5900,0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0089,1.3894
15726382,101280.828125,20.770000,3.678199,0.2300,0.2000,9.5700,0.0000,0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.0541,1.9174
15756735,101279.757812,20.760000,3.767159,0.2400,0.2000,9.5600,0.0000,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.0905,1.8894
15788143,101275.843750,20.760000,4.093520,0.2300,0.2000,9.5500,0.0000,0.1875,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.2609,3.8782
15817757,101287.593750,20.760000,3.114974,0.2500,0.2000,9.5900,-0.0625,0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.2953,3.2303
15847386,101290.820312,20.770000,2.846081,0.2300,0.2000,9.5800,0.0625,0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.3783,3.5063
15886665,101289.046875,20.780001,2.993997,0.2500,0.1900,9.5700,-0.0625,0.1875,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.3922,2.6628
15917132,101288.656250,20.770000,3.026529,0.2300,0.2100,9.5600,0.1250,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.3430,1.1259
15947275,101288.656250,20.770000,3.026529,0.2400,0.2000,9.5800,0.0000,-0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.3604,1.0490
15978749,101298.648438,20.770000,2.193955,0.2500,0.2000,9.5600,-0.1250,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.2002,-1.6684
16008327,101287.593750,20.760000,3.114974,0.2500,0.2100,9.5900,0.0000,-0.2500,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.1789,-1.4872
16037949,101291.500000,20.760000,2.789660,0.2300,0.2100,9.5900,-0.1250,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.0894,-2.3836
16069369,101283.671875,20.760000,3.441316,0.2300,0.2000,9.5600,0.0000,-0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,0.0384,-2.4334
16099001,101290.429688,20.760000,2.878613,0.2300,0.2000,9.5700,0.0000,-0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0855,-3.5622
16128603,101289.742188,20.770000,2.936051,0.2400,0.1900,9.5700,-0.0625,0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.1070,-2.8156
16158219,101288.656250,20.770000,3.026529,0.2500,0.2000,9.5700,-0.0625,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0926,-1.7544
16189665,101281.906250,20.770000,3.588223,0.2200,0.2000,9.5700,-0.1250,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0385,-0.4174
16219299,101284.750000,20.770000,3.351851,0.2900,0.0900,9.6100,-0.0625,-0.2500,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,47.0000,-0.0179,0.0174
16248925,101282.593750,20.760000,3.531290,0.2100,0.1700,9.5700,-0.0625,-0.2500,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,45.0000,0.0225,0.6179
16290275,101289.742188,20.770000,2.936051,0.2500,0.2100,9.5800,-0.1250,0.1250,-0.3750,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,44.0000,0.1062,1.6875
16319925,101280.828125,20.770000,3.678199,0.2500,0.2000,9.5700,0.0000,-0.1875,-0.3125,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,44.0000,0.1459,1.7764
16349522,101280.828125,20.770000,3.678199,0.2200,0.2200,9.5900,0.0000,-0.1250,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,44.0000,0.2145,2.2730
16380949,101275.148438,20.770000,4.151473,0.2600,0.2100,9.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,44.0000,0.2623,2.3091
16410558,101290.820312,20.770000,2.846081,0.2100,0.1000,9.5900,-0.1250,-0.0625,-0.5625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,44.0000,0.2627,1.6217
16440189,101290.820312,20.770000,2.846081,0.2300,0.2000,9.5500,-0.0625,0.0625,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,42.0000,0.2668,1.1962
16471672,101290.820312,20.770000,2.846081,0.3300,0.2000,9.5500,-0.0625,0.1250,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,42.0000,0.2451,0.5130
16501299,101290.820312,20.770000,2.846081,0.2400,0.2400,9.5800,0.0000,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,42.0000,0.1840,-0.5582
16530873,101274.078125,20.770000,4.240437,0.2300,0.2200,9.5800,0.0000,0.0000,1.3125,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,46.0000,0.2580,0.7198
16560525,101279.757812,20.760000,3.767159,0.2500,0.1800,9.5800,0.0000,0.0000,1.4375,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,51.0000,0.2733,0.7331
16591907,101289.742188,20.770000,2.936051,0.2400,0.2000,9.5700,0.0625,0.0625,0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.2679,0.4325
16621545,101297.570312,20.770000,2.283919,0.2400,0.1900,9.5800,0.0000,-0.2500,0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1362,-1.6737
16651164,101294.726562,20.770000,2.520776,0.2700,0.2100,9.5600,0.0000,-0.1250,0.5000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,0.0269,-2.8101
16689624,101290.429688,20.760000,2.878613,0.2500,0.1900,9.5800,0.0000,-0.1875,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0915,-3.7442
16719860,101290.820312,20.770000,2.846081,0.2500,0.2100,9.5700,-0.0625,0.0000,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0868,-2.5499
16749933,101288.656250,20.770000,3.026529,0.2600,0.2100,9.5600,0.0000,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0741,-1.5950
16781907,101284.750000,20.770000,3.351851,0.2400,0.2200,9.5800,-0.0625,-0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0402,-0.6072
16811970,101288.656250,20.770000,3.026529,0.2200,0.1900,9.5800,0.0000,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.0293,-0.2622
16842088,101286.898438,20.770000,3.172922,0.2300,0.2000,9.5400,0.0000,-0.2500,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.1426,-1.8828
16878451,101288.656250,20.770000,3.026529,0.2200,0.1300,9.5600,0.0000,-0.3125,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,55.0000,-0.2221,-2.5098
16910224,101279.757812,20.760000,3.767159,0.2300,0.2200,9.5900,0.0625,-0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.1443,-0.5905
16940552,101284.062500,20.780001,3.408783,0.2400,0.2000,9.5800,-0.0625,-0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.0431,1.1051
16972482,101278.679688,20.760000,3.857136,0.2400,0.2100,9.5800,0.0625,-0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.0703,2.4748
17002562,101288.656250,20.770000,3.026529,0.2300,0.2000,9.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.0910,2.0421
17032654,101285.820312,20.770000,3.262386,0.2400,0.2100,9.5800,-0.1250,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1095,1.7065
17070963,101284.062500,20.780001,3.408783,0.2300,0.2000,9.5800,0.0000,-0.2500,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1335,1.5552
17131430,101285.429688,20.750000,3.294918,0.2400,0.2100,9.5700,0.0000,0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1058,0.6730
17161536,101288.656250,20.770000,3.026529,0.2200,0.2000,9.5500,0.0000,-0.3750,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1010,0.4000
17191560,101287.593750,20.760000,3.114974,0.2500,0.2100,9.6000,0.0000,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.1065,0.3621
17223402,101290.429688,20.760000,2.878613,0.2700,0.2000,9.5500,0.0000,0.1875,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.0911,0.0218
17253515,101287.593750,20.760000,3.114974,0.2400,0.2100,9.5800,0.0625,-0.1875,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,0.0466,-0.6521
17283618,101296.500000,20.770000,2.372866,0.2500,0.2100,9.5700,-0.0625,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.0410,-1.7703
17319980,101296.500000,20.770000,2.372866,0.2200,0.1900,9.5700,0.0000,-0.1250,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,54.0000,-0.1633,-3.0740
17351532,101292.578125,20.770000,2.699692,0.2400,0.1800,9.5900,0.1250,0.0000,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,50.0000,-0.1747,-2.3218
17381945,101294.343750,20.760000,2.552797,0.2700,0.2400,9.5800,0.0625,-0.1875,-0.8750,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,49.0000,-0.2148,-2.2274
17413893,101287.593750,20.760000,3.114974,0.2200,0.2000,9.5400,0.0000,-0.0625,-0.5625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,49.0000,-0.2442,-1.9999
17443954,101290.429688,20.760000,2.878613,0.2400,0.2100,9.6000,-0.1875,0.0000,-0.4375,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,48.0000,-0.2865,-2.0342
17474116,101282.593750,20.760000,3.531290,0.2700,0.2200,9.6000,-0.0625,0.0625,-0.3750,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,48.0000,-0.2467,-0.8280
17512147,101282.593750,20.760000,3.531290,0.0300,0.4300,9.5800,0.0625,-0.0625,-0.5625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,48.0000,-0.2152,-0.1065
17542473,101293.656250,20.770000,2.609725,0.2300,0.2100,9.5700,0.1875,-0.0625,0.6250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,50.0000,-0.2338,-0.3529
17572586,101290.429688,20.760000,2.878613,0.2300,0.1900,9.5700,-0.0625,-0.1250,0.6250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.2711,-0.8069
17602696,101274.757812,20.760000,4.184008,0.2400,0.1900,9.5800,-0.1250,-0.0625,0.3750,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,-0.1113,1.8311
17634641,101282.593750,20.760000,3.531290,0.2300,0.2100,9.5800,0.0625,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,-0.0103,2.7969
17664720,101287.593750,20.760000,3.114974,0.2300,0.2100,9.5800,-0.0625,0.1250,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,0.0377,2.6787
17694819,101288.656250,20.770000,3.026529,0.2200,0.1900,9.5800,0.0000,-0.1875,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,0.0821,2.5413
17726766,101294.343750,20.760000,2.552797,0.2400,0.2000,9.5700,-0.1250,-0.3750,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,0.0336,1.0506
17760642,101287.593750,20.760000,3.114974,0.2300,0.2100,9.5600,-0.0625,-0.1875,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,0.0554,1.0634
17792940,101299.343750,20.760000,2.136521,0.2300,0.2100,9.5800,0.0000,-0.1875,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,-0.0550,-0.9122
17833697,101295.421875,20.760000,2.462831,0.2500,0.2000,9.5700,0.0000,-0.0625,0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,-0.1441,-1.9745
17973542,101286.507812,20.760000,3.205454,0.2700,0.2400,9.5500,0.1250,-0.1250,-0.8125,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,53.0000,-0.0780,-0.3908
18113669,101285.429688,20.750000,3.294918,0.2300,0.2000,9.5800,0.0000,-0.2500,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0435,0.2432
18365304,101286.507812,20.760000,3.205454,0.2300,0.2000,9.5900,0.1250,-0.1875,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.1319,-1.1558
18464612,101286.507812,20.760000,3.205454,0.2300,0.2000,9.5900,0.0000,-0.2500,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.1550,-1.1560
18495428,101301.101562,20.750000,1.990142,0.2500,0.1900,9.5600,0.0000,0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.2243,-1.8480
18527336,101294.343750,20.760000,2.552797,0.2200,0.2000,9.5600,-0.0625,0.0000,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.2658,-1.9162
18557428,101289.351562,20.750000,2.968582,0.2600,0.2100,9.5700,0.0000,-0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.2267,-0.7544
18587525,101274.757812,20.760000,4.184008,0.2300,0.1800,9.5700,0.0625,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.1465,0.6741
18617611,101283.671875,20.760000,3.441316,0.2300,0.2100,9.5800,0.0000,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0280,2.2505
18652810,101282.593750,20.760000,3.531290,0.2500,0.2200,9.5600,0.0000,0.0000,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0931,3.3908
18685681,101291.500000,20.760000,2.789660,0.2400,0.1900,9.5800,-0.1875,0.0000,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0710,2.0431
18716103,101286.507812,20.760000,3.205454,0.2400,0.2200,9.5600,0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0567,1.2151
18747974,101286.507812,20.760000,3.205454,0.2500,0.1900,9.5600,0.1250,0.0000,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0383,0.5741
18778082,101288.656250,20.770000,3.026529,0.2500,0.2200,9.5900,0.0625,-0.1875,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0103,-0.0182
18808181,101289.351562,20.750000,2.968582,0.2600,0.2200,9.5500,0.0000,-0.1250,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.1063,1.4279
18846456,101286.507812,20.760000,3.205454,0.2400,0.2100,9.5500,-0.0625,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.1644,1.8707
18876734,101282.593750,20.760000,3.531290,0.2400,0.2000,9.5500,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.2106,2.0021
18906794,101286.507812,20.760000,3.205454,0.2400,0.2000,9.5800,-0.1875,0.0000,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.1156,-0.0224
18938698,101286.507812,20.760000,3.205454,0.2300,0.2000,9.5700,0.0625,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0885,-0.4232
18968790,101289.351562,20.750000,2.968582,0.2400,0.2100,9.5800,-0.1250,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0363,-1.0790
18998884,101286.507812,20.760000,3.205454,0.2400,0.2100,9.5600,0.0000,-0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0743,-0.1853
19028968,101293.273438,20.750000,2.641747,0.2500,0.2000,9.5900,0.1250,0.0000,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0404,-0.6376
19064732,101294.343750,20.760000,2.552797,0.2400,0.2200,9.5900,0.1250,0.0000,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0077,-1.1685
19097008,101291.500000,20.760000,2.789660,0.2300,0.2100,9.5600,0.0000,-0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0101,-0.8530
19127437,101285.429688,20.750000,3.294918,0.2400,0.2000,9.5800,0.0625,-0.2500,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0172,-0.1881
19159317,101286.507812,20.760000,3.205454,0.2400,0.2000,9.5900,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0183,-0.1146
19189421,101282.593750,20.760000,3.531290,0.2500,0.1900,9.5900,0.0000,0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0159,-0.1170
19219523,101294.343750,20.760000,2.552797,0.2400,0.1900,9.5900,-0.0625,0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0345,-0.8382
19257617,101287.593750,20.760000,3.114974,0.2600,0.2000,9.6000,-0.0625,0.1875,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0453,-0.7490
19287948,101296.500000,20.770000,2.372866,0.2300,0.2000,9.5800,-0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0901,-1.1953
19318016,101278.679688,20.760000,3.857136,0.2300,0.2100,9.5900,0.0000,0.0000,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0445,-0.1527
19349948,101282.593750,20.760000,3.531290,0.2500,0.2100,9.5400,0.0000,0.1250,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0362,1.1025
19380021,101284.750000,20.770000,3.351851,0.2500,0.2000,9.5700,0.0000,0.0625,-0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0965,1.6767
19420324,101292.578125,20.770000,2.699692,0.2400,0.2200,9.5900,0.0000,-0.1250,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0809,0.9407
19471069,101287.593750,20.760000,3.114974,0.2500,0.1900,9.5600,-0.0625,0.0625,0.0625,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,0.0546,0.2640
19501716,101295.421875,20.760000,2.462831,0.2300,0.2100,9.6000,0.0000,0.3125,-0.2500,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0178,-0.9022
19531750,101282.593750,20.760000,3.531290,0.2300,0.2100,9.5800,0.0000,0.0625,-0.1250,0.0000,0.0000,0.0000,16382.0000,165.0000,-213.0000,52.0000,-0.0261,-0.7564
